Company,Post,Location,Stipend,Experience
JONSETA CORP PVT. LTD,Business Development Associate,Mumbai,201000.0,0 year(s)
Prasanth Dewatering System,Civil Site Engineer,"Chennai, Bengaluru, Tamil Nadu",240000.0,1 year(s)
Ik Classiva,Accountant,Chennai,280000.0,1 year(s)
Aggarwal Canvas Company,Social Media Marketing Manager,Work from home,200000.0,1 year(s)
Rayds Services Private Limited,Digital Marketing Executive,Mumbai,250000.0,1 year(s)
Graveiens Eduservices Private Limited,Excel AI Trainer,Work from home,301000.0,1 year(s)
Graveiens Eduservices Private Limited,MATLAB AI Trainer,Work from home,301000.0,1 year(s)
Graveiens Eduservices Private Limited,Dart AI Trainer,Work from home,201000.0,1 year(s)
Graveiens Eduservices Private Limited,R AI Trainer,Work from home,201000.0,1 year(s)
Graveiens Eduservices Private Limited,Kotlin AI Trainer,Work from home,201000.0,1 year(s)
HGX Media,Digital Marketing Manager,Work from home,200000.0,1 year(s)
WeMakeScholars,Financial Sales Officer,"Chennai, Kollam, Kozhikode, Thiruvananthapuram, Thrissur, Kochi, Pala, Thodupuzha, Kanchipuram, Keralapuram, Kerala Estate, Vellore, Kottayam",400000.0,0 year(s)
HGX Media,Graphic Designer,Work from home,200000.0,1 year(s)
WeMakeScholars,Banking Officer,"Kollam, Kozhikode, Thiruvananthapuram, Changanassery, Kochi, Pala, Muvattupuzha, Thodupuzha, Palakkad, Kottarakkara, Keralapuram, Thrissur, Kottayam",406000.0,0 year(s)
SR Edu Technologies,Coding Trainer,"Dibrugarh, Guwahati, Shillong, Jowai",250000.0,0 year(s)
TravCred,Junior Travel & Tourism Manager,Delhi,200000.0,1 year(s)
Premier Legal Practices,Lawyer,Mumbai,200000.0,1 year(s)
Catchy Corner Studio LLP,Client Service Executive,Gurgaon,200000.0,0 year(s)
Ewac Alloys Limited,Graphic Designer,Chennai,200000.0,0 year(s)
Idea01.studio,Associate Graphic Designer,Work from home,200000.0,1 year(s)
Jai Bajrang Steels,Corporate Sales Associate,Jaipur,210000.0,0 year(s)
Nudron IoT Solutions LLP,Flutter Developer,Work from home,350000.0,0 year(s)
Digital Planet,Finance Executive,Pune,250000.0,1 year(s)
Ganpati Dairy Products Private Limited,Technical Advisor - IIT,Bahal,360000.0,1 year(s)
Zefmo Media Private Limited,Graphic Designer,Gurgaon,500000.0,1 year(s)
Lernern,IT Trainer,Delhi,360000.0,1 year(s)
Omnicom Media Group,HR Consultant,Mumbai,200000.0,1 year(s)
Shoot Express,Marketing & Sales Executive,Mumbai,400000.0,1 year(s)
Design Qandy,Trainee - Software Engineer,Mumbai,300000.0,1 year(s)
Atfem KhetiGaadi Private Limited,Corporate Sales Executive,Pune,200000.0,0 year(s)
Oriental Trading Company,Inside Sales Engineer,Bengaluru,240000.0,0 year(s)
Rajat Mukerjei,Research Associate Trainee - HR,Delhi,200000.0,0 year(s)
Numberone Edtech Pvt.Ltd,Telecaller,Kochi,204000.0,1 year(s)
BlackLight Studio Works,Customer Happiness Specialist,Noida,230000.0,0 year(s)
Musafir.com,Telecaller,Mumbai,240000.0,1 year(s)
Sathya Educare Competemnct Trust,Nurse Coordinator,Mysuru,250000.0,1 year(s)
Globaldegrees,Telecaller,Bengaluru,202000.0,1 year(s)
Pepup HR Consulting Firm,Research Associate,Chennai,500000.0,1 year(s)
Mind Oriented,Teacher,Work from home,210000.0,1 year(s)
SpireEdu Services,Chemistry Subject Matter Expert (SME),Work from home,200000.0,0 year(s)
Frenzy Holidays,Corporate Sales Executive,Navi Mumbai,215000.0,1 year(s)
Service Junction,"Ro Technician, Water Purifier Technician, Softener & Ro Plant Technician",Mysuru,225000.0,0 year(s)
Crudcook,Blockchain Engineer,Chandigarh,500000.0,1 year(s)
Stark Edge,Junior Telecaller,Mohali,200000.0,0 year(s)
Space Science Learning Club,Inside TeleSales - Remote Closer,Tiruchirappalli,200000.0,0 year(s)
Immense India Holidays Private Limited,Business Development Associate,Mumbai,201000.0,0 year(s)
Two Cents Consulting,Business Development Executive,Mumbai,240000.0,1 year(s)
Sunil Swamy,Accountant,Bengaluru,300000.0,1 year(s)
ATMS & CO LLP,Assistant Manager,"Thane, Mumbai",300000.0,1 year(s)
Magnaquest,Digital Marketing Executive,Hyderabad,600000.0,1 year(s)
Melt Confections,Business Development Executive,Bengaluru,480000.0,1 year(s)
Empire Printing Solutions,Business Development Executive,Work from home,212000.0,1 year(s)
Raw Knowledge,Business Development Associate,Gurgaon,800000.0,1 year(s)
Octro Incorporation,Quality Analyst,"Delhi, Noida",400000.0,0 year(s)
Programming Hub (Rightsol Private Limited),Senior Software Developer - AI Process Automation,Navi Mumbai,480000.0,1 year(s)
Studioa ASAP,Civil Engineer,Rishikesh,200000.0,1 year(s)
Univo Edtech,Career Counsellor,Noida,400000.0,0 year(s)
Om Hari,Business Development Executive,Noida,300000.0,1 year(s)
Moz Web Media,Content Writer,Noida,300000.0,1 year(s)
Crew Business Systems,Senior Corporate Sales Executive,Mumbai,200000.0,1 year(s)
InstaAstro,Operations Executive,Noida,250000.0,0 year(s)
Autthia,Instagram Account Manager,Work from home,300000.0,1 year(s)
Acxiom Technologies,Junior Talent Acquisition Associate,Mumbai,200000.0,0 year(s)
Marar Media,Sales Cordinator,Delhi,200000.0,1 year(s)
Solve Consulting And Business Services,Sustainability Analyst,Delhi,400000.0,0 year(s)
Inzpira,Business Development Executive,Bengaluru,264000.0,0 year(s)
Ankaret Impex,Corporate Sales Specialist,"Delhi, Noida",230000.0,0 year(s)
Cybercube,Accountant,Gurgaon,300000.0,0 year(s)
Digital Jacks,Content Writer,Work from home,200000.0,1 year(s)
Flair Labs,Product Experience Designer,Mumbai,600000.0,1 year(s)
VJC Overseas,Immigration Sales Consultant,Bengaluru,200000.0,0 year(s)
Taranveer  Singh,Human Resources (HR) Manager,Mohali,210000.0,0 year(s)
The Retail Jeweller,Field Sales Executive,Mumbai,340000.0,1 year(s)
PRMS Advisory Private Limited,Corporate Sales Executive,Ghaziabad,200000.0,1 year(s)
Autthia,Instagram Account Manager,Work from home,300000.0,1 year(s)
Mediamelon,Dev Ops,Bengaluru,1000000.0,1 year(s)
Sassify,Catalog & Data Management Associate,Bengaluru,210000.0,0 year(s)
SKY+LINE,Interior Designer,"Indore, Ujjain, Bhopal",200000.0,1 year(s)
Alphaneon It Media Private Limited,Receptionist,Mumbai,202000.0,1 year(s)
Tirupati Construction Wardha,Senior Civil Engineer,Wardha,240000.0,1 year(s)
Digital Media Sapiens,Junior Search Engine Optimization (SEO) Manager,Work from home,960000.0,1 year(s)
Next Vision Solutions,Human Resources (HR) Executive,Gurgaon,204000.0,0 year(s)
The Third Eye Films,Business Development Executive,Bengaluru,400010.0,0 year(s)
Red & White Multimedia Education,Accounting Trainer,Surat,216000.0,1 year(s)
Scribble Concepto Pvt Ltd,Telecaller,Navi Mumbai,200000.0,1 year(s)
Kallistaa,Administration Manager,Ahmedabad,200000.0,1 year(s)
SortedHat,Recruitment Specialist,Work from home,360000.0,0 year(s)
SINGH DESIGNERS,Senior Architect,"Ahmedabad, Jodhpur",360000.0,1 year(s)
Life Tracker India Private Limited,Video Editor,Mumbai,200001.0,1 year(s)
Hari Laser Clinics,Doctor,Bengaluru,600000.0,1 year(s)
DataVinci Private Limited,Human Resource Generalist,Work from home,350000.0,1 year(s)
Unbend Martech Private Limited,Web Developer,Pune,420000.0,1 year(s)
University Living Accommodation Private Limited,Inside Sales Associate,Noida,300000.0,0 year(s)
Mum & Mini,Junior Social Media Marketing Specialist,Bengaluru,200000.0,1 year(s)
Working Weekends,Web Developer,Work from home,250000.0,1 year(s)
Velozity Global Solutions,Junior Operations Specialist,Chennai,400000.0,1 year(s)
Creating Joy Foundation Trust,Junior Social Media Marketing Manager,Gurgaon,300000.0,1 year(s)
"K2 DRAFTERS, DURGA ENTERPRISES",Civil Engineer,Ambarnath,200000.0,1 year(s)
Zee Entertainment Enterprises Limited,Customer Lifecycle Management,Mumbai,300000.0,1 year(s)
Fintune,Associate - Mutual Fund Research,Pune,200000.0,0 year(s)
Urban Company,Business Development Associate,Bengaluru,250000.0,0 year(s)
Sattar Khan,Stores Executive,Delhi,240000.0,1 year(s)
Deep Life Saver,Data Entry Executive,Hyderabad,240000.0,0 year(s)
Delkon Technologies,SCI Publication & Thesis Expert,Work from home,750000.0,1 year(s)
PROVEN PATH CONSULTANCY,Human Resources (HR) Manager,Gurgaon,500000.0,1 year(s)
Solvitude,Gujarati Transcription Expert (Gujarati Audio To Text),Work from home,200000.0,0 year(s)
Solvitude,Transcription Telugu Native Speaker (Audio To Text),Work from home,200000.0,0 year(s)
Solvitude,Transcription Malayalam Native Speaker (Audio To Text),Work from home,200000.0,0 year(s)
Interpret Media,Graphic Designer,Work from home,200000.0,1 year(s)
Solvitude,Transcription Tamil Native Speaker (Audio To Text),Work from home,200000.0,0 year(s)
Solvitude,Transcription Kannada Native Speaker (Audio To Text),Work from home,200000.0,0 year(s)
AppSynergies Private Limited,AI/ML Developer,Work from home,250000.0,1 year(s)
Vishwa Medical Admission Point,Admission Counsellor,"Thane, Nagpur, Nashik",218000.0,1 year(s)
Hiring Squad,Recruiter,Work from home,240000.0,1 year(s)
Dolphy India Pvt Ltd.,Sales Co-odinator,Surat,202000.0,1 year(s)
JS Tech Services,BPO/TeleCaller,Mohali,200000.0,0 year(s)
Proactive Consultant & Services,Corporate Sales Specialist,Pune,350000.0,0 year(s)
Paisabazaar,Telesales Representative,Delhi,301000.0,0 year(s)
Axiom Gen Nxt India Private Limited,Client Acquisition Manager,Bengaluru,250000.0,0 year(s)
The Education Match,Inside Sales Associate,Work from home,300000.0,1 year(s)
Bentex Group,Full Stack Developer,Work from home,400000.0,1 year(s)
Antraweb Technologies Private Limited,Business Development Executive,Mumbai,432000.0,0 year(s)
Isha Foundation,Accountant,Coimbatore,203600.0,1 year(s)
YNOS Venture Engine CC Private Limited,Business Development Manager,Chennai,480000.0,1 year(s)
Anvase,Executive,Bengaluru,222000.0,1 year(s)
Hindustan Recruitment,Tele Sales Executive,Noida,200000.0,1 year(s)
Pheonix Placement,Customer Service Executive,Navi Mumbai,216000.0,0 year(s)
Systematic,Human Resources (HR) Executive,Mumbai,216000.0,1 year(s)
CBS Technologies Pvt. Ltd.,Backend (Back Office Executive),Greater Noida,200003.0,0 year(s)
Bestmart Online Services Private Limited,Field Sales Manager,Vijayawada,230000.0,1 year(s)
The SMarketers,Digital Marketing Manager,Hyderabad,600000.0,1 year(s)
The SMarketers,Graphic Designer,Hyderabad,400000.0,1 year(s)
Internshala,Finance Associate,Gurgaon,400000.0,1 year(s)
Plutus Solutions,Business Development Executive,"Ahmedabad, Bhubaneswar, Gurgaon, Kolkata, Lucknow, Patna, Pune, Ranchi, Bengaluru, Hyderabad, Vadodara, Mumbai, Jaipur, Cochin",200000.0,0 year(s)
IESoft Technologies Private Limited,Front End Developer,Work from home,300000.0,1 year(s)
Roftware Solutions,Business Development Executive,Work from home,200000.0,1 year(s)
Studiocarbon,Sales Executive,Gandhinagar,480000.0,1 year(s)
CloudDrove Inc.,System Engineer,Work from home,200000.0,0 year(s)
QA Solvers,Sales Executive,Varanasi,200000.0,1 year(s)
QUARTERSTACK TECHNOLOGIES PRIVATE LIMITED,React Native Developer,Work from home,300000.0,0 year(s)
MentorBoxx,Graphic Designer,Pune,420000.0,1 year(s)
BuyCrimson,Digital Marketing Associate,Srinagar,200000.0,1 year(s)
Girikon Solutions Pvt. Ltd.,Telecaller,Noida,230000.0,1 year(s)
M Gayathri,Digital Marketing Executive,Nagercoil,220000.0,0 year(s)
Alvita Institute Of International Careers,Senior Telecaller,Coimbatore,200000.0,1 year(s)
Mindworkzz,Senior Academic Counselor - EdTech,Noida,300000.0,1 year(s)
King Metal Works,Corporate Sales Specialist,Mumbai,200000.0,0 year(s)
Siddharth Shankaran,Client Relationship Executive,"Thane, Mumbai",200000.0,0 year(s)
Microtec Educational Services,Administration Manager,Bengaluru,660000.0,1 year(s)
ZyNerd,Junior Frontend Developer (React.js),Chennai,650000.0,0 year(s)
Acuity IT Solutions Private Limited,IT Support Coordinator,Noida,200000.0,0 year(s)
Preksha Kothari,Video Editor,Mumbai,200000.0,1 year(s)
Global Colliance Overseas Education Private Limited,Business Development Executive,"Ahmedabad, Vadodara",200000.0,0 year(s)
WebReinvent Technologies Private Limited,Project Coordinator,Delhi,250000.0,0 year(s)
Buff Creative College,Sales Executive & Admission Counsellor,Coimbatore,201200.0,1 year(s)
Gazi Vasaya,Administration Executive,Bhavnagar,213000.0,0 year(s)
Ads247365,Personal Assistant,Gurgaon,200000.0,0 year(s)
IESoft Technologies Private Limited,Full Stack Developer,Work from home,300000.0,0 year(s)
Prisha Illumination,Graphic Designer,Ahmedabad,200000.0,1 year(s)
Lancers Club,Product Designer,Work from home,450000.0,1 year(s)
GOIN MY WAY,Junior Travel & Tourism Executive,Delhi,200000.0,1 year(s)
Securium Solutions Private Limited,Junior Corporate Sales Trainee,Noida,400000.0,0 year(s)
Digitoonz Media & Entertainment Private Limited,Content Strategist,Noida,200000.0,1 year(s)
Club Malwa Private Limited,Customer Acquisition Executive,"Chandigarh, Mohali",210000.0,0 year(s)
Intensiv Filter Himenviro,Administration Executive,Noida,300000.0,1 year(s)
GetYourJob Recruitment Solutions Private Limited,HR Recruiter,Delhi,200000.0,1 year(s)
I-SmokeStack,Web Developer,Work from home,250000.0,1 year(s)
Datawise Management Services India Private Limited,Accounts And Admin Executive,Work from home,250000.0,1 year(s)
Simply Body Talk,Business Development Executive,Mumbai,220000.0,1 year(s)
Blitz Academy Private Limited,Business Development Executive,Bengaluru,250000.0,0 year(s)
Hays Business Solutions Private Limited,Compliance Associate,"Faridabad, Delhi, Gurgaon, Noida",300000.0,0 year(s)
Adsoftwaresolutions,Business Development Executive,Delhi,201000.0,1 year(s)
Computer Tutor,Digital Marketing Manager,Delhi,330000.0,1 year(s)
ICL Immigration,Brand Manager,Work from home,600000.0,1 year(s)
Businexperts,Flutterflow Flutter Developer,Work from home,220000.0,1 year(s)
Huckleberry Hangers,Sales Executive,Delhi,202000.0,0 year(s)
Prithvidhan Chopda Marketing Private Limited (PCM Private Limited),Content & E-commerce Management Associate,Chennai,200000.0,1 year(s)
Property Discuss,Real Estate Sales,Pune,480000.0,1 year(s)
Blueberry Restobar,Restaurant Manager,Bengaluru,300000.0,1 year(s)
SyncUp,Client Acquisition Associate,Indore,280000.0,0 year(s)
Saffron4health,Telecaller,Mumbai,200000.0,0 year(s)
Garg Production,Human Resources (HR) Specialist,Work from home,200000.0,0 year(s)
NowIntern,Social Media Executive,Delhi,592000.0,0 year(s)
Soul Works,Store Manager,Mumbai,215000.0,1 year(s)
HEALTHY WHEY (EPIFAMILY PRIVATE LIMITED),Field Sales Executive,"Deoria, Gorakhpur, Kanpur, Muzaffarpur, Motihari, Ranchi, Mau, Varanasi, Siwan, Allahabad, Bettiah",205000.0,0 year(s)
Clicks Bazaar,Digital Marketing Executive,Gurgaon,200000.0,1 year(s)
Finnbee Financial Services,Telecaller,Chennai,260000.0,1 year(s)
Ashish Ganesh Jain & Company,Administration Manager,Panchkula Urban Estate,200000.0,1 year(s)
VsnapU,Business Development Executive,Gurgaon,200000.0,1 year(s)
Hudle,Human Resources (HR) Executive,Bengaluru,480000.0,1 year(s)
Adventhrill,Corporate Sales Specialist,"Dehradun, Delhi",350000.0,1 year(s)
Le Mark School Of Art,Telecaller,Mumbai,200000.0,1 year(s)
Ranchpride Agrocomm Pvt Ltd,Junior Talent Acquisition Specialist,Navi Mumbai,250000.0,1 year(s)
Global Vikas Trust,Accountant,Mumbai,240000.0,1 year(s)
Hireyy,Business Development Executive,Work from home,420000.0,0 year(s)
Eco 365 Private Limited,Production Planning And Control Executive,"Bengaluru, Kumbalgodu",276000.0,1 year(s)
Mini Golf Madness,Client Service Executive,Gurgaon,200000.0,0 year(s)
Endosys Technologies,Junior Product Manager,"Chennai, Delhi, Bengaluru",500000.0,1 year(s)
IIH Global,Junior Social Media Marketing Executive,Ahmedabad,200000.0,0 year(s)
ServerGuy,Accounts And Billing Executive,Noida,300000.0,1 year(s)
All Digital Ideas,Corporate Sales Associate,Kolkata,260000.0,1 year(s)
SOCIAL SWIPE,Graphic Designer,Delhi,200000.0,1 year(s)
K-FED INTERNATIONAL MARKETING PRIVATE LIMITED,Sales Executive,Jaipur,205000.0,0 year(s)
Lunixor,Associate Software Tester,Work from home,500000.0,1 year(s)
Paytm,Field Sales Executive,Chennai,400000.0,0 year(s)
Elecalon Ecom Private Limited,Data Entry Manager,Work from home,360000.0,0 year(s)
Remodo,Content Writer,Work from home,360000.0,1 year(s)
Rewarding Health,Video Editing & Digital Marketing Executive,Bengaluru,200000.0,0 year(s)
Bilwg Services Private Limited,B2B Sales Representative,Work from home,600000.0,1 year(s)
The Travellers Shed,Corporate Sales Executive,Delhi,200000.0,1 year(s)
Reinstatement Ninja,Human Resources (HR) Executive,Jaipur,240000.0,0 year(s)
Ayesha Khan,Telecaller,Delhi,260000.0,0 year(s)
Dr Rawals Diagnostics And Research Lab,Junior Operations Associate,Virar,200000.0,1 year(s)
Graveiens Eduservices Private Limited,Human Resources (HR) Executive,"Delhi, Noida",234000.0,0 year(s)
RCV Technologies,Business Development Executive,Noida,200000.0,0 year(s)
Ikshana Konnect,Human Resources (HR) Associate,Pune,200000.0,0 year(s)
Syvo Digital Private Limited,Graphic Designer,Delhi,300000.0,1 year(s)
Bestal HR,Business Development Executive,Delhi,260000.0,1 year(s)
Furnish ME Architects,Corporate Sales Associate,Noida,400000.0,1 year(s)
CogniAble,Junior Social Media Marketing Executive,Gurgaon,225000.0,1 year(s)
Avanzar Health,Junior WordPress Developer,Work from home,240000.0,1 year(s)
PaySprint Private Limited,Business Development Executive,"Delhi, Mumbai",310000.0,1 year(s)
Maiora Diamonds,Administration Executive,Surat,200000.0,1 year(s)
SuperDesk E-Thrust Services Private Limited,Google AdWords & SEO Expert,Ahmedabad,360000.0,1 year(s)
Westworld Realty,Real Estate Sales Executive,Ahmedabad,440000.0,0 year(s)
C P Solutions,Back Office Executive,Patna,200000.0,1 year(s)
Zell Education,Business Development Associate,Mumbai,530000.0,1 year(s)
Anaxee Digital Runners Private Limited,Data Auditor,Indore,200000.0,0 year(s)
InstaAstro,Performance Marketer,Noida,250000.0,0 year(s)
Fifth Column - Architecture And Interior Design Studio,3D Rendering Artist - Architect And Interior Designer,Vadodara,200000.0,1 year(s)
LEVELX MICRO SYSTEMES (OPC) PRIVATE LIMITED,Data Entry Operator,"Delhi, Kochi, Mavelikara",200000.0,0 year(s)
Casafy Realty LLP,Associate Videographer,Navi Mumbai,220000.0,1 year(s)
Triumph Engineers And Associates Private Limited,Corporate Sales Executive,Bengaluru,500000.0,1 year(s)
LEVELX MICRO SYSTEMES (OPC) PRIVATE LIMITED,Customer Support Executive,"Mavelikkara, Kochi",200000.0,0 year(s)
Glam21 (Cosmoline Exim LLP),Content Writer,Delhi,300000.0,1 year(s)
Kashyaps HR And Payroll Solutions,Telecaller,Greater Noida,200000.0,0 year(s)
